source_concept_id,original_source_concept_id,type,Reference FSN,Mapping relationship,Reference code system,Reference code,source_concept_name,CIEL concept_id
732,732,Diagnosis,Cirrhosis of liver (disorder),SAME-AS,SNOMED-CT,19943007,Cirrhosis of Liver,145091
733,733,Diagnosis,Harmful pattern of use of cocaine (disorder),NARROWER-THAN,SNOMED-CT,78267003,Cocaine abuse,144661
734,734,Diagnosis,Coma (disorder),SAME-AS,SNOMED-CT,371632003,Coma,144576
735,735,Finding,Pregnancy (finding),SAME-AS,SNOMED-CT,77386006,Currently pregnant,1434
736,736,Diagnosis,Crying infant (finding),SAME-AS,SNOMED-CT,162214009,Crying Infant,143129
737,737,Diagnosis,Cyanosis (finding),SAME-AS,SNOMED-CT,3415004,Cyanosis,143050
738,738,Finding,Last menstrual period start date,SAME-AS,LOINC,8665-2,Date of last menstrual period,1427
739,739,Diagnosis,Dehydration (disorder),SAME-AS,SNOMED-CT,34095006,Dehydration,142630
740,740,Diagnosis,Ulcer of foot due to diabetes mellitus (disorder),SAME-AS,SNOMED-CT,371087003,Diabetic foot ulcer,142451
741,741,Diagnosis,Retinopathy due to diabetes mellitus (disorder),SAME-AS,SNOMED-CT,4855003,Diabetic retinopathy,142429
742,742,Diagnosis,Diplopia (disorder),SAME-AS,SNOMED-CT,24982008,Diplopia,142263
743,743,Diagnosis,Discharge from penis (finding),SAME-AS,SNOMED-CT,2910007,Discharge from Penis,142247
744.1,744,Diagnosis,Dizziness present (situation),SAME-AS,SNOMED-CT,162260006,Dizziness,141831
744.2,744,Diagnosis,Dizziness (finding),SAME-AS,SNOMED-CT,404640003,Dizziness,141831
745,745,Diagnosis,Dizziness and giddiness (finding),SAME-AS,SNOMED-CT,271789005,Dizziness and Giddiness,141830
746,746,Diagnosis,Dribbling of urine (finding),SAME-AS,SNOMED-CT,58972000,Dribbling of Urine,141774
747,747,Diagnosis,Abnormal uterine bleeding (disorder),NARROWER-THAN,SNOMED-CT,44991000119100,Dysfunctional Uterine Bleeding,141631
748,748,Diagnosis,Dyssomnia (disorder),SAME-AS,SNOMED-CT,44186003,Dyssomnia,141597
749,749,Diagnosis,Ear problem (finding),SAME-AS,SNOMED-CT,300197009,Ear Problem,141585
750,750,Diagnosis,Epigastric pain (finding),SAME-AS,SNOMED-CT,79922009,Epigastric pain,141128
751,751,Diagnosis,Excessive sweating (finding),SAME-AS,SNOMED-CT,52613005,Excessive Sweating,140941
752,752,Diagnosis,Excessive tear production (finding),SAME-AS,SNOMED-CT,418035005,Excessive Tear Production,140940
753,753,Diagnosis,Exophthalmos (disorder),SAME-AS,SNOMED-CT,18265008,Exophthalmos,140919
754,754,Diagnosis,Fatigue (finding),SAME-AS,SNOMED-CT,84229001,Fatigue,140501
756.1,756,Question,Contraception status (finding),NARROWER-THAN,SNOMED-CT,243816001,Currently using birth control,965
756.2,756,Question,Uses combined oral contraception (finding),NARROWER-THAN,SNOMED-CT,268458002,Currently using birth control,965
757,757,Finding,Pruritic disorder (disorder),SAME-AS,SNOMED-CT,279333002,Pruritus,879
758,758,Finding,Discharge from eye (finding),SAME-AS,SNOMED-CT,246679005,Eye discharge,874
759,759,Finding,Otorrhea (disorder),SAME-AS,SNOMED-CT,65668001,Otorrhea,873
760,760,Finding,Fever with chills (finding),SAME-AS,SNOMED-CT,274640006,Chills,871
761,761,Finding,Hearing difficulty (finding),SAME-AS,SNOMED-CT,162340000,Hearing difficulties,861
762,762,Diagnosis,Increased blood pressure (finding),SAME-AS,SNOMED-CT,24184005,Elevated blood pressure,140147
763,763,Diagnosis,Finger clubbing (disorder),SAME-AS,SNOMED-CT,30760008,Finger Clubbing,140125
764,764,Diagnosis,Flank pain (finding),SAME-AS,SNOMED-CT,247355005,Flank Pain,140070
765,765,Diagnosis,Genital warts (disorder),SAME-AS,SNOMED-CT,266113007,Genital warts,139505
766,766,Finding,Weight loss (finding),SAME-AS,SNOMED-CT,89362005,Weight loss,832
767,767,Diagnosis,Itching of eye (finding),SAME-AS,SNOMED-CT,74776002,Itchy Eyes,139100
768,768,Finding,Physical examination procedure (procedure),SAME-AS,SNOMED-CT,5880005,Physical exam,1391
769.1,769,Diagnosis,Hearing problem (finding),SAME-AS,SNOMED-CT,300228004,Hearing Disorder,139075
769.2,769,Diagnosis,Hearing disorder (disorder),SAME-AS,SNOMED-CT,128540005,Hearing Disorder,139075
770,770,Diagnosis,Cachexia associated with acquired immunodeficiency syndrome (finding),SAME-AS,SNOMED-CT,422003001,Wasting syndrome,823
771,771,Diagnosis,Heart failure (disorder),SAME-AS,SNOMED-CT,84114007,Heart failure,139069
772,772,Diagnosis,Heartburn (finding),SAME-AS,SNOMED-CT,16331000,Heartburn,139059
773,773,Diagnosis,Heberden node (disorder),SAME-AS,SNOMED-CT,371598009,Heberden's Node,139047
774,774,Finding,History of Present illness Narrative,BROADER-THAN,LOINC,10164-2,History of present illness,1390
775,775,ConvSet,Congenital disease (disorder),SAME-AS,SNOMED-CT,66091009,Congenital disorders,81
776,776,Diagnosis,Human immunodeficiency virus detected (finding),SAME-AS,SNOMED-CT,165816005,HIV positive,138571
777,777,Diagnosis,Hoarse (finding),SAME-AS,SNOMED-CT,50219008,Hoarse,138554
778,778,Finding,Pain of joint (finding),SAME-AS,SNOMED-CT,57676002,Joint pain,80
779,779,Diagnosis,Hypertensive retinopathy (disorder),SAME-AS,SNOMED-CT,6962006,Hypertensive Retinopathy,138180
780,780,Diagnosis,Hypertrophy of tonsils (disorder),SAME-AS,SNOMED-CT,46689006,Hypertrophy of Tonsils,138120
781,781,Diagnosis,Hyperuricemia (disorder),SAME-AS,SNOMED-CT,35885006,Hyperuricaemia,138111
782,782,Diagnosis,Hypospadias (disorder),SAME-AS,SNOMED-CT,416010008,Hypospadias,138010
783,783,MedSet,Uses oral contraception (finding),SAME-AS,SNOMED-CT,5935008,Oral contraception,780
784,784,Diagnosis,Increased frequency of urination (finding),SAME-AS,SNOMED-CT,162116003,Increased Frequency of Urination,137593
785,785,ConvSet,Mental disorder (disorder),SAME-AS,SNOMED-CT,74732009,Mental disorders,77
786,786,Misc Order,Patient referral for dental care (procedure),SAME-AS,SNOMED-CT,103697008,Dental care referral,1374
787,787,Misc Order,Referral to ophthalmology service (procedure),SAME-AS,SNOMED-CT,183543004,Ophthalmology referral,1373
788,788,Misc Order,Referral to postnatal clinic (procedure),SAME-AS,SNOMED-CT,183861004,Postnatal care referral,1372
789,789,Diagnosis,Nonspecific syndrome suggestive of viral illness (finding),NARROWER-THAN,SNOMED-CT,445939008,Influenza-like symptoms,137162
790,790,Misc Order,Referral to obstetrics service (procedure),SAME-AS,SNOMED-CT,183548008,Prenatal care referral,1371
792,792,Diagnosis,Inspiratory stridor (finding),SAME-AS,SNOMED-CT,58596002,Inspiratory Stridor,136790
793,793,Diagnosis,Intercostal recession (finding),SAME-AS,SNOMED-CT,6442005,Intercostal recession,136768
794,794,Diagnosis,Irregular heart beat (finding),SAME-AS,SNOMED-CT,361137007,Irregular heartbeat,136522
795,795,Diagnosis,Intrauterine contraceptive device in situ (finding),SAME-AS,SNOMED-CT,737288007,IUD Contraception,136452
796,796,Diagnosis,Jaundice (finding),SAME-AS,SNOMED-CT,18165001,Jaundice,136443
797,797,Diagnosis,Joint crepitus (finding),SAME-AS,SNOMED-CT,2764000,Joint Crepitus,136421
798,798,Diagnosis,Kernicterus of newborn (disorder),NARROWER-THAN,SNOMED-CT,50143004,Kernicterus not due to Isoimmunisation,136282
799,799,Diagnosis,Lactational amenorrhea (finding),SAME-AS,SNOMED-CT,237122005,Lactational amenorrhea,136163
800,800,Question,Family planning education (procedure),NARROWER-THAN,SNOMED-CT,397619005,Requests family planning information,1360
801,801,Diagnosis,Leukoplakia (disorder),SAME-AS,SNOMED-CT,274134003,Leukoplakia,135841
802,802,Diagnosis,Limitation of joint movement (finding),SAME-AS,SNOMED-CT,70733008,Limitation of Joint Movement,135786
803,803,Diagnosis,Loss of appetite (finding),SAME-AS,SNOMED-CT,79890006,Loss of Appetite,135595
804,804,Diagnosis,Loss of consciousness (finding),SAME-AS,SNOMED-CT,419045004,Loss of consciousness,135592
805,805,Finding,Loss of hair (finding),SAME-AS,SNOMED-CT,278040002,Loss of Hair,135591
806,806,Diagnosis,Lower respiratory tract infection (disorder),SAME-AS,SNOMED-CT,50417007,Lower Respiratory Tract Infection,998
807,807,Diagnosis,Lymphadenopathy (disorder),SAME-AS,SNOMED-CT,30746006,Lymphadenopathy,135488
808,808,Diagnosis,Lymphogranuloma venereum (disorder),SAME-AS,SNOMED-CT,186946009,Lymphogranuloma venereum,135462
809,809,Diagnosis,Problem resolved (finding),SAME-AS,SNOMED-CT,413322009,Problem resolved,6097
810,810,Diagnosis,Diagnosis (observable entity),NARROWER-THAN,SNOMED-CT,439401001,Problem added,6042
811,811,Symptom/Finding,Memory impairment (finding),SAME-AS,SNOMED-CT,386807006,Memory problems,6037
812,812,Symptom,Pain in lower limb (finding),SAME-AS,SNOMED-CT,10601006,"Pain, lower extremities",6035
813,813,Finding,Kidney disease (disorder),SAME-AS,SNOMED-CT,90708001,Renal disease,6033
814,814,Finding,Disorder of liver (disorder),SAME-AS,SNOMED-CT,235856003,Hepatic disease,6032
815,815,Symptom/Finding,Decrease in appetite (finding),SAME-AS,SNOMED-CT,64379006,Poor appetite,6031
816,816,Finding,Delayed milestone (finding),NARROWER-THAN,SNOMED-CT,274625009,Regressed milestones,6025
817,817,Finding,Delayed milestone (finding),SAME-AS,SNOMED-CT,274625009,Delayed milestones,6022
818,818,Symptom/Finding,Swollen abdomen (finding),SAME-AS,SNOMED-CT,60728008,Abdominal swelling,6019
819,819,Symptom,Refusal of feeds in infant (finding),SAME-AS,SNOMED-CT,304528007,Refusal to feed,6017
820,820,Symptom/Finding,Muscle weakness (finding),NARROWER-THAN,SNOMED-CT,26544005,Focal weakness,6005
821,821,Symptom,Paresthesia (finding),SAME-AS,SNOMED-CT,91019004,Paresthesia,6004
822,822,Symptom,"Menopause, function (observable entity)",NARROWER-THAN,SNOMED-CT,161712005,Menopausal,5990
823,823,Symptom/Finding,Menstrual bleeding present (finding),SAME-AS,SNOMED-CT,289894009,Menstruating,5989
824,824,Symptom/Finding,History of jaundice (situation),SAME-AS,SNOMED-CT,161536006,History of jaundice,5986
825,825,Symptom,Nausea (finding),SAME-AS,SNOMED-CT,422587007,Nausea,5978
826,826,Symptom/Finding,Dyspnea on exertion (finding),SAME-AS,SNOMED-CT,60845006,Shortness of breath with exertion,5963
827,827,Symptom/Finding,Dyspnea at rest (finding),SAME-AS,SNOMED-CT,161941007,Shortness of breath at rest,5961
828,828,Symptom/Finding,Productive cough (finding),SAME-AS,SNOMED-CT,28743005,Productive cough,5957
829,829,Symptom,Dysphagia (disorder),SAME-AS,SNOMED-CT,40739000,Swallowing difficulties,5954
830,830,Symptom,Disorder of vision (disorder),SAME-AS,SNOMED-CT,95677002,Vision difficulties,5953
831,831,Finding,On examination - edema of legs (finding),SAME-AS,SNOMED-CT,162783008,"Edema, legs",590
832,832,Diagnosis,Mastoiditis (disorder),SAME-AS,SNOMED-CT,52404001,Mastoiditis,134614
833,833,Finding,On examination - cardiac murmur (finding),SAME-AS,SNOMED-CT,268934006,CARDIAC MURMUR (on exam),562
834,834,Question,Delivery date Estimated from last menstrual period,SAME-AS,LOINC,11779-6,Estimated date of confinement,5596
835,835,Procedure,Drug therapy (procedure),NARROWER-THAN,SNOMED-CT,416608005,ARV for mother,5576
836,836,Symptom/Finding,Learning difficulties (finding),SAME-AS,SNOMED-CT,161129001,Learning problems,5550
837,837,Procedure,Counseling (procedure),NARROWER-THAN,SNOMED-CT,409063005,Psychosocial counseling,5490
838,838,Finding,Counseling (procedure),NARROWER-THAN,SNOMED-CT,409063005,Adherence counseling,5488
839,839,Misc Order,Drug intake observed (procedure),NARROWER-THAN,SNOMED-CT,182882002,Tuberculosis Treatment or DOT Program,5487
840,840,Misc Order,Inpatient care (regime/therapy),SAME-AS,SNOMED-CT,394656005,Inpatient care or hospitalization,5485
841,841,Procedure,Nutritional support (regime/therapy),SAME-AS,SNOMED-CT,278906000,Nutritional support,5484
842,842,Procedure,Family planning service (qualifier value),SAME-AS,SNOMED-CT,310031001,Family planning services,5483
843,843,Diagnosis,Candidiasis of mouth (disorder),SAME-AS,SNOMED-CT,79740000,"Candidiasis, oral",5334
844,844,Symptom/Finding,Joint swelling (finding),SAME-AS,SNOMED-CT,271771009,Joint swelling,5312
845,845,Diagnosis,Micturition frequency and polyuria (finding),SAME-AS,SNOMED-CT,274734008,Frequency of Urination and Polyuria,134185
846,846,MedSet,Subcutaneous contraceptive (product),NARROWER-THAN,SNOMED-CT,169552007,Injectable contraceptives,5279
847,847,Misc,Cervical contraceptive cap (physical object),SAME-AS,SNOMED-CT,368441006,Diaphragm,5278
848,848,Misc,Uses natural method of contraception (finding),SAME-AS,SNOMED-CT,225371000,Natural family planning,5277
849,849,Procedure,Female sterilization (procedure),SAME-AS,SNOMED-CT,60890002,Female sterilization,5276
850.1,850,Misc,Intrauterine contraceptive device (physical object),SAME-AS,SNOMED-CT,268460000,Intrauterine device,5275
850.2,850,Misc,Uses intrauterine device contraception (finding),SAME-AS,SNOMED-CT,312081001,Intrauterine device,5275
851,851,Question,Pregnancy status - Reported,BROADER-THAN,LOINC,11449-6,Pregnancy status,5272
852,852,Finding,Body pale (finding),SAME-AS,SNOMED-CT,274643008,Pallor,5245
853,853,Symptom,Sore mouth (finding),SAME-AS,SNOMED-CT,162011005,Oral sores,5244
854,854,Question,Chief complaint - Reported,SAME-AS,LOINC,8661-1,Chief complaint,5219
855,855,Finding,Conjunctival finding (finding),NARROWER-THAN,SNOMED-CT,246875002,Pale conjunctiva,516
856,856,Finding,Abdominal tenderness (finding),SAME-AS,SNOMED-CT,43478001,Abdominal tenderness,5105
857,857,Symptom/Finding,Abdominal mass (finding),SAME-AS,SNOMED-CT,271860004,Abdominal mass,5103
858,858,Misc,Date of visit (observable entity),NARROWER-THAN,SNOMED-CT,406543005,Return visit date,5096
859,859,Finding,Splenomegaly (disorder),SAME-AS,SNOMED-CT,16294009,Splenomegaly,5009
860,860,Finding,Large liver (disorder),SAME-AS,SNOMED-CT,80515008,Hepatomegaly,5008
861,861,Diagnosis,Senile dementia (disorder),SAME-AS,SNOMED-CT,15662003,"Dementia, senile",487
862,862,Finding,Edema (finding),SAME-AS,SNOMED-CT,267038008,Oedema,460
863,863,Question,Uses contraception (finding),SAME-AS,SNOMED-CT,13197004,Method of family planning,374
864,864,Diagnosis,Seizure (finding),NARROWER-THAN,SNOMED-CT,91175000,Seizure,206
865,865,Diagnosis,Bleeding from nose (finding),SAME-AS,SNOMED-CT,249366005,Nasal haemorrhage,133499
866,866,Symptom/Finding,Flaring of alae nasi (finding),SAME-AS,SNOMED-CT,21558008,Nostril flaring,1861
867,867,Diagnosis,Nausea and vomiting (disorder),SAME-AS,SNOMED-CT,16932000,Nausea and vomiting,133473
868,868,Finding,Bulging fontanelle (finding),SAME-AS,SNOMED-CT,103019006,Bulging fontenelle,1836
869,869,Diagnosis,Neck pain (finding),SAME-AS,SNOMED-CT,81680005,Neck Pain,133469
870,870,Question,Time symptom lasts (observable entity),SAME-AS,SNOMED-CT,162442009,Sign/symptom duration,1731
871,871,Question,Urogenital observable (observable entity),NARROWER-THAN,SNOMED-CT,364178005,Sexually transmitted infection (STI) in past 6 months,169004
872,872,Diagnosis,Nocturnal muscle cramp (finding),NARROWER-THAN,SNOMED-CT,166631000119101,"Muscle Cramp, Nocturnal",133028
873,873,Diagnosis,Night sweats (finding),SAME-AS,SNOMED-CT,42984000,Night sweats,133027
875,875,Diagnosis,Numbness of foot (finding),SAME-AS,SNOMED-CT,309538000,Numbness of Foot,132653
876,876,Diagnosis,Numbness of hand (finding),SAME-AS,SNOMED-CT,309521004,Numbness of Hand,132652
877,877,Diagnosis,Oliguria (finding),SAME-AS,SNOMED-CT,83128009,Oliguria,132418
878,878,Question,Objective Narrative,SAME-AS,LOINC,61149-1,Objective narrative,167955
879,879,Question,Subjective Narrative,SAME-AS,LOINC,61150-9,Subjective narrative,167954
880,880,Diagnosis,Orbital edema (disorder),SAME-AS,SNOMED-CT,441796004,Orbital Oedema,131724
881,881,Diagnosis,Pain in eye (finding),SAME-AS,SNOMED-CT,41652007,Pain in Eye,131040
882,882,Diagnosis,Pain in pelvis (finding),SAME-AS,SNOMED-CT,30473006,Pain in pelvis,131034
883,883,Diagnosis,Pain in penis (finding),SAME-AS,SNOMED-CT,285375003,Pain in penis,131033
884,884,Diagnosis,Pain in scrotum (finding),SAME-AS,SNOMED-CT,20502007,Pain in Scrotum,131032
885,885,Diagnosis,Pain in testicle (finding),SAME-AS,SNOMED-CT,63901009,Pain in Testicle,131030
886,886,Diagnosis,Pain in throat (finding),SAME-AS,SNOMED-CT,162397003,Throat pain,131028
887,887,Diagnosis,Pain in urethra (finding),SAME-AS,SNOMED-CT,6561007,Pain in Urethra,131024
888,888,Diagnosis,Pain of breast (finding),SAME-AS,SNOMED-CT,53430007,Pain of breast,131021
889,889,Diagnosis,Painful mouth (finding),SAME-AS,SNOMED-CT,102616008,Painful Mouth,131015
890,890,Diagnosis,Painful urging to urinate (finding),SAME-AS,SNOMED-CT,16844001,Painful Urging to Urinate,131008
891,891,Diagnosis,Palpitations (finding),SAME-AS,SNOMED-CT,80313002,Palpitations,130987
892,892,Question,Situation with explicit context (situation),NARROWER-THAN,SNOMED-CT,243796009,Follow-up need status,167079
893,893,Diagnosis,Pericardial friction rub (finding),SAME-AS,SNOMED-CT,7036007,Pericardial friction rub,130560
894,894,Question,Unprotected sexual intercourse (finding),NARROWER-THAN,SNOMED-CT,2314005,Had sex without condom,166658
895,895,Diagnosis,Cellulitis of periorbital region (disorder),SAME-AS,SNOMED-CT,109245003,Periorbital Cellulitis,130459
896,896,Question,Commitment to sexual relationship (observable entity),NARROWER-THAN,SNOMED-CT,228466005,Has regular sex partner,166505
898,898,Diagnosis,Pitting edema (finding),SAME-AS,SNOMED-CT,284521000,Pitting Edema,130166
899,899,Finding,Date of last normal period (observable entity),SAME-AS,SNOMED-CT,248993009,Date of last normal menstrual period,166079
901,901,Finding,Patient condition resolved (finding),SAME-AS,SNOMED-CT,370996005,Patient condition resolved,165870
902,902,Finding,History of clinical finding in subject (situation),NARROWER-THAN,SNOMED-CT,417662000,History of recent travel in past 14 days,165656
903,903,Diagnosis,Polyuria (finding),SAME-AS,SNOMED-CT,28442001,Polyuria,129510
904,904,Diagnosis,Chronic obstructive pulmonary disease (disorder),SAME-AS,SNOMED-CT,13645005,Chronic obstructive pulmonary disease,1295
905,905,Finding,Increased skin temperature (finding),SAME-AS,SNOMED-CT,17038008,Increased skin temperature,165282
906,906,Misc Order,Counseling about alcohol consumption (procedure),SAME-AS,SNOMED-CT,413473000,Alcohol counseling,1288
907,907,Medical supply,"Female condom, device (physical object)",SAME-AS,SNOMED-CT,442288006,Female condom,164814
